id,text,date,userId,screenName,lang,source,userVerified,isRetweeted,isFavourited,retweetCount,favouriteCount,tweetCredScore1007973532507213825,A special thanks to Azlan Askari for drawing this beautiful dream for Pakistan which we used for our Eid cards this… https://t.co/k7mof3lNI7,2018-06-16T18:09:52,122453931,ImranKhanPTI,en,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,true,false,false,1897,7843,3
1008431900078243840,A short film by Imran Ahmad Khan to promote democracy in Pakistan & capture Imran Khan's journey of Naya Pakistan.… https://t.co/DrExEvqEMv,2018-06-18T00:31:15,127483019,PTIofficial,en,<a href="https://studio.twitter.com" rel="nofollow">Media Studio</a>,true,false,false,441,1454,6
1008425572865888258,Usman Mobin is as close as they come to the ideal public servant. Incredibly competent, thoroughly professional, hu… https://t.co/zecKC2SdBF,2018-06-18T00:06:06,35459949,mosharrafzaidi,en,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,true,false,false,444,904,3
1008657215908171776,A true leader is amongst his people! Spot @ImranKhanPTI 
May Allah always protect him🙏 https://t.co/b47EfEVFIR,2018-06-18T15:26:34,222022987,AliHZaidiPTI,en,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,true,false,false,239,1435,3
1008949310074118144,RT @PTIofficial: A short film by Imran Ahmad Khan to promote democracy in Pakistan & capture Imran Khan's journey of Naya Pakistan. 2/3  @I…,2018-06-19T10:47:15,4714354702,asads08,en,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,false,false,false,441,0,4
1008949286447517697,RT @AyeshaaImranist: Despite all the allegations just have a look how respectfully @ImranKhanPTI still answered @arsched !! IK always sets…,2018-06-19T10:47:09,812664295829962753,Miralam24381835,en,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,false,false,false,65,0,3
1008949269863321601,@ranaasifhk @ImranKhanPTI @arsched @KlasraRauf @BabarAwanPK I love you non politically,2018-06-19T10:47:05,3188952486,abubakarale,en,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,false,false,false,0,0,1
1008949255363616768,RT @khadimhussayn: @PTILahoreOffice @PTIPunjabPK @ImranKhanPTI 
How can i vote for this fake in lahore! Sorry @imrankhanpti https://t.co/iu…,2018-06-19T10:47:02,845568119733207040,PunjabPkUpdates,en,<a href="https://punjabpakup.com" rel="nofollow">Punjab Updates for PTI</a>,false,false,false,1,0,5
1008949230541660161,Hassan Askari sb should ban all foreign trip of interim govt officials @ImranKhanPTI @Shafqat_Mahmood @ArifAlvi… https://t.co/KosCeBxjuu,2018-06-19T10:46:56,1642097700,junaidiac,en,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,false,false,false,0,0,4
1008948979177017344,RT @MunazaHassan: All Insafians PLEASE sign this petition that @RabiaaPTI is requesting.

Expect all online activists to remain united & he…,2018-06-19T10:45:56,116178051,sadat_younis,en,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,false,false,false,37,0,1
1008948958180331520,@PTILahoreOffice @PTIPunjabPK @ImranKhanPTI 
How can i vote for this fake in lahore! Sorry @imrankhanpti https://t.co/iuCkLIMlXY,2018-06-19T10:45:51,488566336,khadimhussayn,en,<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>,false,false,false,1,0,2
1008948940002082816,@ChHaseeb16 @MadilPTI @ImranKhanPTI Absolutely right analysis,2018-06-19T10:45:47,937421238,omer4malik,en,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,false,false,false,0,0,1
1008948871236636672,RT @RabiaaPTI: “I challenge anyone to prove if I have made any call for @sayedzbukhari , I’m challenging everyone out there!” Imran Khan an…,2018-06-19T10:45:30,3277046142,alviusman786,en,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,false,false,false,235,0,3
1008948818916896768,@theRealYLH @Tyriankwhite @ImranKhanPTI First... You just made her just increase in followers. Second, you could ha… https://t.co/ooVDmqo9ic,2018-06-19T10:45:18,966286975333527552,shamaspak,en,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,false,false,false,0,0,2
