2.64033E+17,,,,
2.65896E+17,,,,
2.65896E+17,,,,
2.65896E+17,,,,
2.66043E+17,,,,
2.91942E+17,,,,
2.99531E+17,,,,
3.31908E+17,,,,
3.65694E+17,,,,
3.77948E+17,,,,
3.88619E+17,,,,
4.27956E+17,,,,
4.40332E+17,,,,
4.40688E+17,,,,
4.84662E+17,,,,
5.16382E+17,,,,0.506329114
5.37159E+17,,,,
5.87355E+17,,,,
5.87364E+17,,,,
5.92959E+17,,,,
5.96195E+17,,,,
6.24651E+17,,,,
6.25869E+17,,,,
6.30011E+17,,,,
6.34156E+17,,,,
6.34751E+17,,,,
6.34892E+17,,,,
6.38664E+17,,,,
6.43584E+17,,,,
6.51489E+17,,,,
6.58662E+17,,,,
6.6126E+17,,,,
6.62122E+17,,,,
6.65937E+17,,,,
6.67408E+17,,,,
6.69296E+17,,,,
6.7018E+17,,,,
6.71463E+17,,,,
6.71881E+17,,,,
6.73989E+17,,,,
6.74008E+17,,,,
6.74376E+17,,,,
6.74424E+17,,,,
6.7539E+17,,,,
6.76958E+17,,,,
6.77195E+17,,,,
6.78992E+17,,,,
6.81157E+17,,,,
6.81773E+17,,,,
6.81975E+17,,,,
6.87318E+17,,,,
6.88744E+17,,,,
6.90331E+17,,,,
6.90563E+17,,,,
6.91087E+17,,,,
6.92033E+17,,,,
6.92504E+17,,,,
6.92552E+17,,,,
6.9279E+17,,,,
6.92916E+17,,,,
6.93176E+17,,,,
6.9543E+17,,,,
6.97979E+17,,,,
7.00375E+17,,,,
7.0057E+17,,,,
7.01147E+17,,,,
7.03261E+17,,,,
7.03533E+17,,,,
7.03753E+17,,,,
7.03901E+17,,,,
7.04757E+17,,,,
7.05344E+17,,,,
7.05451E+17,,,,
7.05912E+17,,,,
7.06123E+17,,,,
7.06943E+17,,,,
7.07753E+17,,,,
7.07758E+17,,,,
7.08123E+17,,,,
7.10107E+17,,,,
7.12381E+17,,,,
7.1488E+17,,,,
7.15618E+17,,,,
7.1629E+17,,,,
7.1827E+17,,,,
7.18577E+17,,,,
7.18962E+17,,,,
7.19359E+17,,,,
7.19475E+17,,,,
7.20658E+17,,,,
7.22629E+17,,,,
7.23227E+17,,,,
7.24273E+17,,,,
7.24408E+17,,,,
7.25683E+17,,,,
7.27768E+17,,,,
7.27845E+17,,,,
7.28274E+17,,,,
7.28317E+17,,,,
7.29857E+17,,,,
7.31259E+17,,,,
7.32761E+17,,,,
7.32978E+17,,,,
7.33858E+17,,,,
7.35916E+17,,,,
7.38761E+17,,,,
7.39121E+17,,,,
7.40327E+17,,,,
7.4035E+17,,,,
7.40974E+17,,,,
7.40974E+17,,,,
7.40975E+17,,,,
7.40975E+17,,,,
7.40994E+17,,,,
7.41116E+17,,,,
7.41202E+17,,,,
7.41413E+17,,,,
7.41764E+17,,,,
7.41811E+17,,,,
7.43219E+17,,,,
7.43992E+17,,,,
7.4626E+17,,,,
7.47919E+17,,,,
7.49003E+17,,,,
7.50456E+17,,,,
7.51497E+17,,,,
7.52114E+17,,,,
7.5253E+17,,,,
7.52961E+17,,,,
7.5369E+17,,,,
7.53923E+17,,,,
7.53965E+17,,,,
7.5407E+17,,,,
7.56041E+17,,,,
7.56324E+17,,,,
7.56331E+17,,,,
7.56507E+17,,,,
7.56649E+17,,,,
7.56654E+17,,,,
7.56711E+17,,,,
7.57793E+17,,,,
7.58135E+17,,,,
7.58364E+17,,,,
7.58425E+17,,,,
7.58482E+17,,,,
7.58856E+17,,,,
7.59117E+17,,,,
7.59531E+17,,,,
7.59606E+17,,,,
7.59924E+17,,,,
7.60162E+17,,,,
7.6017E+17,,,,
7.60498E+17,,,,
7.60992E+17,,,,
7.61298E+17,,,,
7.62374E+17,,,,
7.6282E+17,,,,
7.63028E+17,,,,
7.63153E+17,,,,
7.63426E+17,,,,
7.65116E+17,,,,
7.65261E+17,,,,
7.65676E+17,,,,
7.66462E+17,,,,
7.66826E+17,,,,
7.67053E+17,,,,
7.67942E+17,,,,
7.68591E+17,,,,
7.68614E+17,,,,
7.69278E+17,,,,
7.7024E+17,,,,
7.70412E+17,,,,
7.70424E+17,,,,
7.71161E+17,,,,
7.71484E+17,,,,
7.71897E+17,,,,
7.72156E+17,,,,
7.72194E+17,,,,
7.72203E+17,,,,
7.72578E+17,,,,
7.72792E+17,,,,
7.72797E+17,,,,
7.72821E+17,,,,
7.72911E+17,,,,
7.73279E+17,,,,
7.73336E+17,,,,
7.74177E+17,,,,
7.74534E+17,,,,
7.74657E+17,,,,
7.74686E+17,,,,
7.74732E+17,,,,
7.75094E+17,,,,
7.75381E+17,,,,
7.75826E+17,,,,
7.75856E+17,,,,
7.77279E+17,,,,
7.77518E+17,,,,
7.77659E+17,,,,
7.77857E+17,,,,
7.77885E+17,,,,
7.77936E+17,,,,
7.78037E+17,,,,
7.78404E+17,,,,
7.78957E+17,,,,
7.79335E+17,,,,
7.79462E+17,,,,
7.79489E+17,,,,
7.79496E+17,,,,
7.79507E+17,,,,
7.80155E+17,,,,
7.80224E+17,,,,
7.80481E+17,,,,
7.80512E+17,,,,
7.80576E+17,,,,
7.80578E+17,,,,
7.80578E+17,,,,
7.8058E+17,,,,
7.80582E+17,,,,
7.80585E+17,,,,
7.80588E+17,,,,
7.80589E+17,,,,
7.80589E+17,,,,
7.80591E+17,,,,
7.80594E+17,,,,
7.80597E+17,,,,
7.80597E+17,,,,
7.80601E+17,,,,
7.80604E+17,,,,
7.80617E+17,,,,
7.80737E+17,,,,
7.80906E+17,,,,
7.80948E+17,,,,
7.81094E+17,,,,
7.81509E+17,,,,
7.8158E+17,,,,
7.81926E+17,,,,
7.81945E+17,,,,
7.81967E+17,,,,
7.82041E+17,,,,
7.82641E+17,,,,
7.83008E+17,,,,
7.83152E+17,,,,
7.83367E+17,,,,
7.83416E+17,,,,
7.83475E+17,,,,
7.83479E+17,,,,
7.8348E+17,,,,
7.83487E+17,,,,
7.8349E+17,,,,
7.83493E+17,,,,
7.83851E+17,,,,
7.8387E+17,,,,
7.84139E+17,,,,
7.84163E+17,,,,
7.84224E+17,,,,
7.84405E+17,,,,
7.84497E+17,,,,
7.84594E+17,,,,
7.84609E+17,,,,
7.8463E+17,,,,
7.84833E+17,,,,
7.84841E+17,,,,
7.84853E+17,,,,
7.84886E+17,,,,
7.84915E+17,,,,
7.84915E+17,,,,
7.84916E+17,,,,
7.85108E+17,,,,
7.85154E+17,,,,
7.8518E+17,,,,
7.85184E+17,,,,
7.85197E+17,,,,
7.85261E+17,,,,
7.85265E+17,,,,
7.85266E+17,,,,
7.85289E+17,,,,
7.85293E+17,,,,
7.85294E+17,,,,
7.85295E+17,,,,
7.85296E+17,,,,
7.85296E+17,,,,
7.85297E+17,,,,
7.85298E+17,,,,
7.85299E+17,,,,
